experiment_id,market_cap_percentile,initial_investment,split_method,stocks_to_invest,min_zscore_rank,total_stocks,total_invested,total_final_value,remaining_cash,total_two_quarter_return_pct,total_annualized_return_pct,avg_two_quarter_return_pct,avg_annualized_return_pct,weighted_avg_two_quarter_return,weighted_avg_annualized_return,portfolio_sortino_ratio,avg_stock_sortino_ratio,max_drawdown_pct,positive_returns_pct,return_volatility,win_loss_ratio
22,0.05,10000,equal,15,10,1,9998.549766540527,21868.28887939453,1.4502334594726562,118.71460751813513,378.3607954181188,118.71460751813513,378.3607954181188,118.71460751813514,378.3607954181188,0.0,0.0,118.71460751813513,100.0,,inf
23,0.05,10000,equal,15,15,2,9939.52518081665,17252.660469055176,60.47481918334961,73.57630425196693,201.28733397771393,73.60501154012877,221.73575681147207,73.57630425196693,221.6360822296196,0.0,0.0,28.495415562122428,100.0,63.7946024252674,inf
24,0.05,10000,equal,15,20,2,9939.52518081665,17252.660469055176,60.47481918334961,73.57630425196693,201.28733397771393,73.60501154012877,221.73575681147207,73.57630425196693,221.6360822296196,0.0,0.0,28.495415562122428,100.0,63.7946024252674,inf
25,0.05,10000,equal,15,25,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
26,0.05,10000,equal,15,30,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
27,0.05,10000,equal,15,35,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
28,0.05,10000,equal,15,40,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
29,0.05,10000,equal,15,45,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
30,0.05,10000,equal,15,50,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
31,0.05,10000,equal,20,5,1,9998.549766540527,21868.28887939453,1.4502334594726562,118.71460751813513,378.3607954181188,118.71460751813513,378.3607954181188,118.71460751813514,378.3607954181188,0.0,0.0,118.71460751813513,100.0,,inf
32,0.05,10000,equal,20,10,1,9998.549766540527,21868.28887939453,1.4502334594726562,118.71460751813513,378.3607954181188,118.71460751813513,378.3607954181188,118.71460751813514,378.3607954181188,0.0,0.0,118.71460751813513,100.0,,inf
33,0.05,10000,equal,20,15,2,9939.52518081665,17252.660469055176,60.47481918334961,73.57630425196693,201.28733397771393,73.60501154012877,221.73575681147207,73.57630425196693,221.6360822296196,0.0,0.0,28.495415562122428,100.0,63.7946024252674,inf
34,0.05,10000,equal,20,20,2,9939.52518081665,17252.660469055176,60.47481918334961,73.57630425196693,201.28733397771393,73.60501154012877,221.73575681147207,73.57630425196693,221.6360822296196,0.0,0.0,28.495415562122428,100.0,63.7946024252674,inf
35,0.05,10000,equal,20,25,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
36,0.05,10000,equal,20,30,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
37,0.05,10000,equal,20,35,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
38,0.05,10000,equal,20,40,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
39,0.05,10000,equal,20,45,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
40,0.05,10000,equal,20,50,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
41,0.05,10000,equal,25,5,1,9998.549766540527,21868.28887939453,1.4502334594726562,118.71460751813513,378.3607954181188,118.71460751813513,378.3607954181188,118.71460751813514,378.3607954181188,0.0,0.0,118.71460751813513,100.0,,inf
42,0.05,10000,equal,25,10,1,9998.549766540527,21868.28887939453,1.4502334594726562,118.71460751813513,378.3607954181188,118.71460751813513,378.3607954181188,118.71460751813514,378.3607954181188,0.0,0.0,118.71460751813513,100.0,,inf
43,0.05,10000,equal,25,15,2,9939.52518081665,17252.660469055176,60.47481918334961,73.57630425196693,201.28733397771393,73.60501154012877,221.73575681147207,73.57630425196693,221.6360822296196,0.0,0.0,28.495415562122428,100.0,63.7946024252674,inf
44,0.05,10000,equal,25,20,2,9939.52518081665,17252.660469055176,60.47481918334961,73.57630425196693,201.28733397771393,73.60501154012877,221.73575681147207,73.57630425196693,221.6360822296196,0.0,0.0,28.495415562122428,100.0,63.7946024252674,inf
45,0.05,10000,equal,25,25,3,9936.497062683104,17225.946784973145,63.50293731689453,73.36035703835555,200.5381339246611,73.27826122481318,213.82153110831015,73.36035703835556,214.155296790986,0.0,0.0,28.495415562122428,100.0,45.11314605084246,inf
